,creator,duration,id,labels,ladder,title,views
4621,James Horner,140.0,XOy7d4qI104,"[60, 519]","[{'160 - 256x144 (144p)': 121.812}, {'133 - 426x240 (240p)': 321.854}, {'134 - 640x360 (360p)': 608.207}, {'135 - 854x480 (480p)': 1109.594}, {'136 - 1280x720 (720p)': 2211.908}, {'137 - 1920x1080 (1080p)': 4158.794}, {'18 - 640x360 (medium)': 565.549}, {'22 - 1280x720 (hd720)': 1710.696}]",Translagorai 2014 - Traversata del lagorai - Passo Rolle- Panarotta,6989.0
4622,James Horner,140.0,XOy7d4qI104,"[0, 1, 106, 258, 1596]","[{'160 - 256x144 (144p)': 121.812}, {'133 - 426x240 (240p)': 321.854}, {'134 - 640x360 (360p)': 608.207}, {'135 - 854x480 (480p)': 1109.594}, {'136 - 1280x720 (720p)': 2211.908}, {'137 - 1920x1080 (1080p)': 4158.794}, {'18 - 640x360 (medium)': 565.549}, {'22 - 1280x720 (hd720)': 1710.696}]",Translagorai 2014 - Traversata del lagorai - Passo Rolle- Panarotta,6989.0
5158,The White Stripes,140.0,OepwaJyLdno,"[72, 452]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 604.216}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 723.216}, {'22 - 1280x720 (hd720)': 2873.094}]",Watts slow mo on MY new Sony A77 1080P 60FPS,4243.0
5787,,140.0,L3tYUzrgla8,"[2, 7, 266, 508, 2685]","[{'160 - 256x144 (144p)': 95.219}, {'133 - 426x240 (240p)': 208.9}, {'134 - 640x360 (360p)': 237.59}, {'135 - 854x480 (480p)': 488.062}, {'136 - 1280x720 (720p)': 838.454}, {'137 - 1920x1080 (1080p)': 1286.113}, {'18 - 640x360 (medium)': 204.701}, {'22 - 1280x720 (hd720)': 540.57}]",brabus mercedes benz sprinter 2015 model,1884.0
6055,,140.0,wlA5sOZZuiw,"[21, 23, 73, 786]","[{'160 - 256x144 (144p)': 111.514}, {'133 - 426x240 (240p)': 248.614}, {'134 - 640x360 (360p)': 356.845}, {'135 - 854x480 (480p)': 784.888}, {'136 - 1280x720 (720p)': 1580.992}, {'137 - 1920x1080 (1080p)': 3736.251}, {'18 - 640x360 (medium)': 441.453}, {'22 - 1280x720 (hd720)': 1198.154}]",Freitag F332 Folder - iPhone 5 & 5s - HD Review,3861.0
12067,,140.0,B8lpgv1eFiY,"[28, 33, 38, 78, 86, 987, 1088, 3012]","[{'160 - 256x144 (144p)': 114.094}, {'133 - 426x240 (240p)': 247.574}, {'134 - 640x360 (360p)': 605.592}, {'135 - 854x480 (480p)': 1114.01}, {'136 - 1280x720 (720p)': 2221.096}, {'264 - 1920x1080 (1080p)': 3771.926}, {'137 - 1920x1080 (1080p)': 4001.715}, {'18 - 640x360 (medium)': 667.202}]",Alesis DM8 Pro  Kit Jazz Sound,4858.0
14041,,140.0,WaLhf4Di2q8,"[2, 7, 375, 1142]","[{'160 - 256x144 (144p)': 111.319}, {'133 - 426x240 (240p)': 251.227}, {'134 - 640x360 (360p)': 323.238}, {'135 - 854x480 (480p)': 623.314}, {'136 - 1280x720 (720p)': 1141.166}, {'137 - 1920x1080 (1080p)': 2766.197}, {'18 - 640x360 (medium)': 392.837}, {'22 - 1280x720 (hd720)': 3.933}]",【ピカキュウ】SCOPE EYE L2200 LEDフォグキットLEDカラー：プレミアムホワイト6000K[2200Lm]・スカッシュイエロー3300K[2300Lm],26037.0
15083,,140.0,uOOlLcDH95A,"[2, 465]","[{'160 - 256x144 (144p)': 110.664}, {'133 - 426x240 (240p)': 248.482}, {'134 - 640x360 (360p)': 605.171}, {'135 - 854x480 (480p)': 1107.154}, {'136 - 1280x720 (720p)': 2206.515}, {'298 - 1280x720 (720p60)': 3313.936}, {'137 - 1920x1080 (1080p)': 4182.154}, {'299 - 1920x1080 (1080p60)': 5519.659}, {'18 - 640x360 (medium)': 711.5}, {'22 - 1280x720 (hd720)': 1868.347}]",Candlestick Park Demolition Flyover - Escalator to Nowhere - TBS Discovery Pro FPV Gimbal Quadcopter,3581.0
16772,,140.0,_DQ0Mt133hE,"[0, 62, 479]","[{'160 - 256x144 (144p)': 113.706}, {'133 - 426x240 (240p)': 250.755}, {'134 - 640x360 (360p)': 618.498}, {'135 - 854x480 (480p)': 1130.981}, {'136 - 1280x720 (720p)': 2253.236}, {'137 - 1920x1080 (1080p)': 4178.336}, {'18 - 640x360 (medium)': 749.311}, {'22 - 1280x720 (hd720)': 2234.822}]",SUPER BIG WIN! Nordic Spirit Bonus WMS Slot Machine,9132.0
17125,,140.0,wr7P-PrgRng,"[31, 40, 57, 117]","[{'160 - 256x144 (144p)': 111.862}, {'133 - 426x240 (240p)': 245.934}, {'134 - 640x360 (360p)': 277.492}, {'135 - 854x480 (480p)': 600.238}, {'136 - 1280x720 (720p)': 1138.119}, {'137 - 1920x1080 (1080p)': 1971.55}, {'298 - 1280x720 (720p60)': 2087.921}, {'299 - 1920x1080 (1080p60)': 3369.802}, {'18 - 640x360 (medium)': 362.112}, {'22 - 1280x720 (hd720)': 1194.417}]",How to play All About That Bass on piano - Meghan Trainor - Piano Tutorial,31489.0
17673,Jim Johnston,140.0,lmlabd_hsHQ,[1216],"[{'160 - 256x144 (144p)': 111.532}, {'133 - 426x240 (240p)': 247.166}, {'134 - 640x360 (360p)': 609.888}, {'135 - 854x480 (480p)': 1113.921}, {'136 - 1280x720 (720p)': 2227.548}, {'137 - 1920x1080 (1080p)': 4158.705}, {'18 - 640x360 (medium)': 738.185}, {'22 - 1280x720 (hd720)': 2335.283}]",The Rock   WWE Titantron 出場音樂,25746.0
20381,,140.0,M0T7nNf9o9g,"[126, 579]","[{'160 - 256x144 (144p)': 114.181}, {'133 - 426x240 (240p)': 248.837}, {'134 - 640x360 (360p)': 605.463}, {'135 - 854x480 (480p)': 1107.511}, {'136 - 1280x720 (720p)': 2211.478}, {'137 - 1920x1080 (1080p)': 4149.161}, {'18 - 640x360 (medium)': 662.437}, {'22 - 1280x720 (hd720)': 1477.91}]",Plant Sciences and Plant Pathology,2275.0
20435,,140.0,necXip9mfLA,"[2, 7, 48, 1825, 2192]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 610.147}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 630.017}, {'22 - 1280x720 (hd720)': 2449.71}]","White Aston Martin Rapide - Light Acceleration, Drive-By's",3044.0
21378,,140.0,zkDuz-H2k_U,[106],"[{'160 - 256x144 (144p)': 110.093}, {'134 - 640x360 (360p)': 190.436}, {'133 - 426x240 (240p)': 262.083}, {'135 - 854x480 (480p)': 295.733}, {'136 - 1280x720 (720p)': 456.447}, {'137 - 1920x1080 (1080p)': 728.53}, {'18 - 640x360 (medium)': 158.007}, {'22 - 1280x720 (hd720)': 199.611}]",Windows 8 Dumb Edition (Windows 8 parody),20270.0
22754,,140.0,eA3W7G26POI,"[4, 9, 10, 37]","[{'160 - 192x144 (144p)': 112.746}, {'133 - 320x240 (240p)': 247.036}, {'134 - 480x360 (360p)': 433.211}, {'135 - 640x480 (480p)': 855.515}, {'136 - 960x720 (720p)': 1614.746}, {'137 - 1440x1080 (1080p)': 3314.707}, {'18 - 480x360 (medium)': 489.572}]",Guns N Roses - perfect crime- guitar cover - HD,5365.0
23296,,140.0,zqvuVj8QwrM,[25],"[{'160 - 256x144 (144p)': 110.569}, {'133 - 426x240 (240p)': 255.032}, {'134 - 640x360 (360p)': 331.286}, {'135 - 854x480 (480p)': 631.055}, {'136 - 1280x720 (720p)': 1214.734}, {'137 - 1920x1080 (1080p)': 2439.237}, {'18 - 640x360 (medium)': 403.048}, {'22 - 1280x720 (hd720)': 1023.421}]",'The Lazarus Effect' Trailer,11290.0
24414,,140.0,1c-OTqSscow,"[2, 7, 90, 196, 437, 1386, 2552]","[{'160 - 256x144 (144p)': 110.77}, {'133 - 426x240 (240p)': 245.946}, {'134 - 640x360 (360p)': 607.29}, {'135 - 854x480 (480p)': 1111.96}, {'136 - 1280x720 (720p)': 2224.011}, {'137 - 1920x1080 (1080p)': 4130.09}, {'18 - 640x360 (medium)': 731.592}, {'22 - 1280x720 (hd720)': 1903.719}]",2008 Custom Chrysler 300 SRT8 Black SLP Exhaust Diablo Sport Tune SRT 8 495+HP,108409.0
24845,Extreme,140.0,2jPWMgKnIlI,"[26, 130, 189, 435, 610, 636]","[{'160 - 192x144 (144p)': 114.001}, {'133 - 320x240 (240p)': 246.92}, {'134 - 480x360 (360p)': 282.101}, {'135 - 640x480 (480p)': 617.363}, {'136 - 960x720 (720p)': 1277.557}, {'137 - 1440x1080 (1080p)': 2489.389}, {'18 - 480x360 (medium)': 276.387}, {'22 - 960x720 (hd720)': 812.533}]",2011 LEGO Star Wars Sets,2120.0
28483,,140.0,Y2rqHWDDCBs,"[0, 193, 479]","[{'160 - 256x144 (144p)': 110.203}, {'133 - 426x240 (240p)': 246.556}, {'134 - 640x360 (360p)': 610.281}, {'135 - 854x480 (480p)': 1120.451}, {'136 - 1280x720 (720p)': 2240.783}, {'137 - 1920x1080 (1080p)': 4169.713}, {'18 - 640x360 (medium)': 737.958}, {'22 - 1280x720 (hd720)': 4.07}]",MASSIVE High Limit Kronos Bonus Mega Big Win - JACKPOT! - WMS,25660.0
29056,,140.0,iZyLhWKTqyg,[25],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 485.976}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 476.792}, {'22 - 1280x720 (hd720)': 1545.522}]",Грязь / Filth (2013) Red-band трейлер,4891.0
29970,,140.0,evWBpvOFFe4,"[410, 722]","[{'160 - 256x144 (144p)': 113.268}, {'133 - 426x240 (240p)': 250.857}, {'134 - 640x360 (360p)': 460.976}, {'135 - 854x480 (480p)': 851.931}, {'136 - 1280x720 (720p)': 1530.389}, {'137 - 1920x1080 (1080p)': 2975.58}, {'18 - 640x360 (medium)': 394.068}, {'22 - 1280x720 (hd720)': 3.467}]",MediaMarkt - Philips A1 Pro - Productvideo,5055.0
30222,,140.0,7j0yqqFHiuc,[25],"[{'160 - 256x144 (144p)': 110.308}, {'133 - 426x240 (240p)': 248.935}, {'134 - 640x360 (360p)': 607.98}, {'135 - 854x480 (480p)': 1120.276}, {'136 - 1280x720 (720p)': 2217.537}, {'137 - 1920x1080 (1080p)': 4178.929}, {'18 - 640x360 (medium)': 651.038}, {'22 - 1280x720 (hd720)': 2361.526}]",Lucy - The Minds Ability Featurette,18775.0
30961,,140.0,j2H6aHkAIhI,[12],"[{'160 - 256x144 (144p)': 110.798}, {'133 - 426x240 (240p)': 246.438}, {'134 - 640x360 (360p)': 604.936}, {'135 - 854x480 (480p)': 1115.131}, {'136 - 1280x720 (720p)': 2215.16}, {'137 - 1920x1080 (1080p)': 4235.329}, {'18 - 640x360 (medium)': 689.633}, {'22 - 1280x720 (hd720)': 1836.363}]",Así ven los resúmenes de la Champions los colaboradores de Punto Pelota en el plató,3344.0
31650,,140.0,_EQYDiFAUUk,[25],"[{'160 - 256x144 (144p)': 111.245}, {'133 - 426x240 (240p)': 248.599}, {'134 - 640x360 (360p)': 422.302}, {'135 - 854x480 (480p)': 792.206}, {'136 - 1280x720 (720p)': 1421.765}, {'137 - 1920x1080 (1080p)': 2992.786}, {'18 - 640x360 (medium)': 455.819}, {'22 - 1280x720 (hd720)': 1180.993}]","Mama - Featurette: ""A Look Inside: Nikolaj Coster-Waldau""",28644.0
32045,,140.0,_bhzQXu7lio,"[0, 1041]","[{'160 - 192x144 (144p)': 114.108}, {'133 - 320x240 (240p)': 249.823}, {'134 - 480x360 (360p)': 547.144}, {'135 - 640x480 (480p)': 1102.682}, {'136 - 960x720 (720p)': 2079.619}, {'137 - 1440x1080 (1080p)': 3945.219}, {'18 - 480x360 (medium)': 458.709}, {'22 - 960x720 (hd720)': 3.836}]","Tanki Online #1 - Stunts, Jumps & Fails",4587.0
33797,,140.0,cFpXq6dcbQg,"[21, 23, 471, 2683]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 337.746}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 418.687}, {'22 - 1280x720 (hd720)': 1220.466}]",Xperia Z1 Compact Vs. HTC One Mini,13832.0
613,,141.0,QgeLaBbTwhM,"[5, 16, 25, 136]","[{'160 - 256x144 (144p)': 117.004}, {'133 - 426x240 (240p)': 264.714}, {'134 - 640x360 (360p)': 607.884}, {'135 - 854x480 (480p)': 1116.051}, {'136 - 1280x720 (720p)': 2248.263}, {'137 - 1920x1080 (1080p)': 4141.89}, {'18 - 640x360 (medium)': 641.045}, {'22 - 1280x720 (hd720)': 3.674}]",Monstres Academy - Bande Annonce VF - HD,1936.0
1007,,141.0,eeBodoXwnPk,"[26, 259]","[{'160 - 256x144 (144p)': 131.972}, {'133 - 426x240 (240p)': 259.74}, {'134 - 640x360 (360p)': 533.86}, {'135 - 854x480 (480p)': 1032.139}, {'136 - 1280x720 (720p)': 1913.123}, {'137 - 1920x1080 (1080p)': 4128.326}, {'18 - 640x360 (medium)': 551.696}, {'22 - 1280x720 (hd720)': 1304.13}]",MorpHex MKII teaser and having fun with robots,62928.0
1602,,141.0,gyOh-SKgp-4,"[0, 1, 268, 665, 1182, 1861, 2258, 2860]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 606.519}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 609.855}, {'22 - 1280x720 (hd720)': 2128.79}]",Subway Catwoman Riddler Trophy Locations,21478.0
1868,,141.0,bCPJPqcAkwk,[882],"[{'160 - 256x144 (144p)': 116.659}, {'133 - 426x240 (240p)': 250.242}, {'134 - 640x360 (360p)': 606.579}, {'135 - 854x480 (480p)': 1113.016}, {'136 - 1280x720 (720p)': 2215.913}, {'137 - 1920x1080 (1080p)': 4237.596}, {'18 - 640x360 (medium)': 577.423}, {'22 - 1280x720 (hd720)': 3.862}]",【進撃の巨人　コスプレ写真集】撮影風景動画　その４【FOW osaka 3】,2640.0
1930,,141.0,lDPtUP-n6v4,"[0, 1, 28, 33, 577]","[{'160 - 256x144 (144p)': 116.825}, {'133 - 426x240 (240p)': 248.678}, {'134 - 640x360 (360p)': 608.554}, {'135 - 854x480 (480p)': 1111.28}, {'136 - 1280x720 (720p)': 2222.861}, {'137 - 1920x1080 (1080p)': 4304.728}, {'18 - 640x360 (medium)': 679.698}, {'22 - 1280x720 (hd720)': 2644.22}]",太鼓の達人(KATSU-DON)　Can Do　全良,14458.0
3512,,141.0,qji8Qvp60ZA,"[2, 7, 224, 267, 399]","[{'160 - 256x144 (144p)': 110.714}, {'133 - 426x240 (240p)': 248.925}, {'134 - 640x360 (360p)': 611.941}, {'135 - 854x480 (480p)': 1108.473}, {'136 - 1280x720 (720p)': 2265.882}, {'137 - 1920x1080 (1080p)': 4182.734}, {'18 - 640x360 (medium)': 738.443}, {'22 - 1280x720 (hd720)': 4.156}]",1954 Gasser original patina for sale Old Town Automobile in Maryland,12867.0
5458,,141.0,fAGwWoS-XbY,"[9, 10, 37]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 607.553}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 738.31}]",Guitar Improvisation with Ibanez Jem,1299.0
6345,,141.0,PkCe_2KulmY,"[3, 4, 13, 54]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 604.568}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 636x360 (medium)': 738.083}]",RJH Cadet Band 2011/2012 - A Song for Friends,1502.0
7986,,141.0,74PX7vwssiA,"[4, 9, 10, 37]","[{'160 - 256x144 (144p)': 111.679}, {'133 - 426x240 (240p)': 255.407}, {'134 - 640x360 (360p)': 374.331}, {'135 - 854x480 (480p)': 693.875}, {'136 - 1280x720 (720p)': 1307.491}, {'137 - 1920x1080 (1080p)': 2807.09}, {'18 - 640x360 (medium)': 400.178}, {'22 - 1280x720 (hd720)': 1336.354}]",Guitar Cable Shootout,2634.0
9729,,141.0,wI-0i5nSdpI,[302],"[{'160 - 256x144 (144p)': 110.177}, {'133 - 426x240 (240p)': 309.265}, {'134 - 640x360 (360p)': 627.038}, {'135 - 854x480 (480p)': 1136.508}, {'136 - 1280x720 (720p)': 2269.407}, {'137 - 1920x1080 (1080p)': 4220.543}, {'18 - 640x360 (medium)': 661.693}, {'22 - 1280x720 (hd720)': 2713.262}]",Los cominos se convierte en una opción natural por sus propiedades curativas.,4801.0
11337,JAIME MELINE|PHILIP GLASS|TORBITT CASTLEMAN SCHWARTZ|MARCO E BELTRAMI,141.0,zn8k7CK2b-k,[25],"[{'160 - 256x144 (144p)': 110.805}, {'133 - 426x240 (240p)': 250.956}, {'134 - 640x360 (360p)': 604.984}, {'135 - 854x480 (480p)': 1106.49}, {'136 - 1280x720 (720p)': 2097.362}, {'137 - 1920x1080 (1080p)': 3804.411}, {'18 - 640x360 (medium)': 652.82}, {'22 - 1280x720 (hd720)': 1350.713}]","Opinion ordinary spectators to ""Fantastic Four"" / Мнение зрителей на ""Фантастическую четверку""",4285.0
11839,,141.0,RAeQtKBlQDs,[503],"[{'160 - 192x144 (144p)': 114.679}, {'134 - 480x360 (360p)': 243.452}, {'133 - 320x240 (240p)': 267.32}, {'135 - 640x480 (480p)': 513.631}, {'136 - 960x720 (720p)': 1024.283}, {'137 - 1440x1080 (1080p)': 1905.675}, {'18 - 480x360 (medium)': 272.386}, {'22 - 960x720 (hd720)': 478.243}]",紅鳳菜染髮 - 第一版,347624.0
12094,,141.0,-ltsqhQ37Dw,[13],"[{'160 - 256x144 (144p)': 110.856}, {'133 - 426x240 (240p)': 248.225}, {'134 - 640x360 (360p)': 320.251}, {'135 - 854x480 (480p)': 648.27}, {'136 - 1280x720 (720p)': 1280.06}, {'137 - 1920x1080 (1080p)': 3444.582}, {'18 - 640x360 (medium)': 392.628}]",Me Voy De Estas Tierras - Chuy Alday Y Los Sucesores,5461.0
13180,,141.0,ROVo_wu5ZSg,[14],"[{'160 - 256x144 (144p)': 110.726}, {'133 - 426x240 (240p)': 247.058}, {'134 - 640x360 (360p)': 613.468}, {'135 - 854x480 (480p)': 1123.247}, {'136 - 1280x720 (720p)': 2220.083}, {'137 - 1920x1080 (1080p)': 4149.838}, {'18 - 640x360 (medium)': 680.059}]",[繁中日文] JYJ - Wake Me Tonight（2015年最新日文單曲）,14399.0
14241,,141.0,5OkOFwRzPao,"[88, 184, 307, 380, 416, 614]","[{'160 - 256x144 (144p)': 110.521}, {'133 - 426x240 (240p)': 247.562}, {'134 - 640x360 (360p)': 605.071}, {'135 - 854x480 (480p)': 1107.615}, {'136 - 1280x720 (720p)': 2216.001}, {'137 - 1920x1080 (1080p)': 4179.158}, {'18 - 640x360 (medium)': 704.841}, {'22 - 1280x720 (hd720)': 1667.815}]","Spacious and Charming Family Home in Seattle, Washington",47857.0
17401,,141.0,-7dHTCH5p8g,[12],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 606.743}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 737.441}, {'22 - 1280x720 (hd720)': 3164.19}]",Mk dons v Coventry away,6213.0
19252,,141.0,U120M_JrmJ8,"[0, 1, 115, 134, 230]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 958.049}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'264 - 1920x1080 (DASH video)': 5056.382}, {'137 - 1920x1080 (DASH video)': 5161.863}, {'18 - 640x360 (medium)': 575.788}, {'22 - 1280x720 (hd720)': 2104.297}]",GTA3 Gameplay Samsung Galaxy S3 HD 1080P,2676.0
20111,Trans-Siberian Orchestra,141.0,3p9-Wq14K1Q,[1210],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 607.574}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 396.573}, {'22 - 1280x720 (hd720)': 1389.345}]",TorchSaleTR J18,1668.0
20838,,141.0,v0ITuijM5H8,[100],"[{'160 - 256x144 (144p)': 111.677}, {'133 - 426x240 (240p)': 254.514}, {'134 - 640x360 (360p)': 461.232}, {'135 - 854x480 (480p)': 957.551}, {'136 - 1280x720 (720p)': 1789.831}, {'137 - 1920x1080 (1080p)': 3733.835}, {'18 - 640x360 (medium)': 534.904}, {'22 - 1280x720 (hd720)': 1496.457}]",Musculation Lac: Triceps avec barre curl,16929.0
20997,,141.0,lsTdY1nRI0M,"[25, 1690]","[{'160 - 256x144 (144p)': 111.328}, {'133 - 426x240 (240p)': 247.582}, {'134 - 640x360 (360p)': 519.602}, {'135 - 854x480 (480p)': 1029.365}, {'136 - 1280x720 (720p)': 1833.854}, {'137 - 1920x1080 (1080p)': 3466.182}, {'18 - 640x360 (medium)': 494.679}, {'22 - 1280x720 (hd720)': 1226.322}]",PAN - Biopremiär oktober - Officiell teasertrailer,4393.0
25593,,141.0,D0wbNeuR478,[1936],"[{'160 - 256x144 (144p)': 115.41}, {'133 - 426x240 (240p)': 247.678}, {'134 - 640x360 (360p)': 609.962}, {'135 - 854x480 (480p)': 1115.741}, {'136 - 1280x720 (720p)': 2204.721}, {'137 - 1920x1080 (1080p)': 4161.676}, {'18 - 640x360 (medium)': 441.731}, {'22 - 1280x720 (hd720)': 3.292}]",WHAT ARE MALAIKAH? Concept of Angels in Islam,5942.0
25987,,141.0,uLsSkRwIcwc,"[50, 65]","[{'160 - 256x144 (144p)': 117.801}, {'133 - 426x240 (240p)': 249.538}, {'134 - 640x360 (360p)': 272.226}, {'135 - 854x480 (480p)': 507.903}, {'136 - 1280x720 (720p)': 1020.574}, {'137 - 1920x1080 (1080p)': 1874.938}, {'18 - 640x360 (medium)': 405.009}, {'22 - 1280x720 (hd720)': 1022.609}]",Max kriegt die Haare ab | Let´s Player von Gam3one | Nach verlorene Wette,6444.0
26212,,141.0,EogdeFffXeM,"[24, 74, 131, 209, 859]","[{'160 - 256x144 (144p)': 117.945}, {'133 - 426x240 (240p)': 258.286}, {'134 - 640x360 (360p)': 431.243}, {'135 - 854x480 (480p)': 929.803}, {'136 - 1280x720 (720p)': 1777.502}, {'137 - 1920x1080 (1080p)': 3155.011}, {'18 - 640x360 (medium)': 351.563}, {'22 - 1280x720 (hd720)': 745.325}]",Как подключить bluetooth мышь или трекпад к iPhone и iPad с твиком BTC Mouse & Trackpad,47317.0
29783,,141.0,m75yBa9IA7c,"[2, 45, 51, 56, 77, 179]","[{'160 - 256x144 (144p)': 111.385}, {'133 - 426x240 (240p)': 246.23}, {'134 - 640x360 (360p)': 638.645}, {'135 - 854x480 (480p)': 1193.472}, {'136 - 1280x720 (720p)': 2391.048}, {'137 - 1920x1080 (1080p)': 4380.336}, {'18 - 640x360 (medium)': 649.108}, {'22 - 1280x720 (hd720)': 1483.671}]",２０１２年GW　臨時特急○○○○　登場？,1392.0
29896,,141.0,KFycE0n0ABM,[25],"[{'160 - 256x144 (144p)': 114.434}, {'133 - 426x240 (240p)': 255.568}, {'134 - 640x360 (360p)': 606.371}, {'135 - 854x480 (480p)': 1110.409}, {'136 - 1280x720 (720p)': 2217.412}, {'137 - 1920x1080 (1080p)': 4154.971}, {'18 - 640x360 (medium)': 695.568}, {'22 - 1280x720 (hd720)': 1742.211}]",HERCULES - Officiële Payoff Trailer - NL,12660.0
30454,,141.0,LHan9-YQA9A,"[11, 625, 1049, 1928, 2004]","[{'160 - 256x144 (144p)': 116.342}, {'133 - 426x240 (240p)': 249.938}, {'134 - 640x360 (360p)': 493.941}, {'135 - 854x480 (480p)': 936.3}, {'136 - 1280x720 (720p)': 1768.139}, {'137 - 1920x1080 (1080p)': 3337.576}, {'18 - 640x360 (medium)': 535.288}, {'22 - 1280x720 (hd720)': 1512.365}]",Шнековая соковыжималка hurom slow juicer ultem,9769.0
31098,Saliva,141.0,JfMJJ-iKmEg,[0],"[{'160 - 256x144 (144p)': 142.483}, {'134 - 640x360 (360p)': 319.892}, {'133 - 426x240 (240p)': 326.36}, {'135 - 854x480 (480p)': 587.754}, {'136 - 1280x720 (720p)': 1053.52}, {'137 - 1920x1080 (1080p)': 2009.414}, {'18 - 640x360 (medium)': 518.028}, {'22 - 1280x720 (hd720)': 1104.509}]",dark bloomane's power,6065.0
35085,,141.0,rVagWLTKzno,"[71, 3381]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 607.101}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2217.136}, {'137 - 1920x1080 (DASH video)': 4158.558}, {'264 - 1920x1080 (DASH video)': 5780.168}, {'18 - 640x360 (medium)': 572.57}, {'22 - 1280x720 (hd720)': 1671.899}]",دعوة زفاف صباح & مشاعل,3050.0
35666,,141.0,OoRIVzDFudw,"[0, 79, 91]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 631.904}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 739.85}, {'22 - 1280x720 (hd720)': 3052.939}]",Central Valley WR Robert Foster 9/14 highlights.wmv,12423.0
36839,,141.0,T8mAvXWYIMg,"[0, 1, 1606, 1623, 3045]","[{'160 - 192x144 (144p)': 113.324}, {'133 - 320x240 (240p)': 247.498}, {'134 - 480x360 (360p)': 606.726}, {'135 - 640x480 (480p)': 1115.244}, {'136 - 960x720 (720p)': 2217.695}, {'137 - 1440x1080 (1080p)': 4173.754}, {'264 - 1440x1080 (1080p)': 6671.657}, {'18 - 480x360 (medium)': 731.026}, {'22 - 960x720 (hd720)': 2283.534}]",Jeito Fácil De Ganhar Grana  - Red Dead Redemption,11466.0
